"Container","ProductName","TotalValueSold","TotalQuantitySold","TotalKgSold","AveragePrice","HighestPrice","Date"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,72,*",33380,560,8400,59.61,80,"2015-01-17"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,88,*",33200,830,12450,40,40,"2015-01-17"
"330KG BULK BIN","VALENCIA,CL 1,*,*,*",149688,378,124740,396,396,"2015-01-17"
"6KG POCKET","VALENCIA,CL 2,M,*,*",865,43,258,20.12,25,"2015-01-17"
"10KG JUMBLE CARTON","VALENCIA,CL 2,S,*,*",1600,40,400,40,40,"2015-01-20"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,90,*",1500,15,225,100,100,"2015-01-20"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,72,*",780,10,150,78,80,"2015-01-20"
"6KG POCKET","VALENCIA,CL 2,M,*,*",6908,222,1332,31.12,35,"2015-01-20"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,60,*",5400,135,2025,40,40,"2015-01-23"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,65,*",27480,247,3705,111.26,120,"2015-01-23"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,90,*",7440,62,930,120,120,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,72,*",8140,74,1110,110,110,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,88,*",24000,800,12000,30,30,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,105,*",11300,210,3150,53.81,60,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,125,*",2590,37,555,70,70,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,40,*",2500,50,750,50,50,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,64,*",9560,239,3585,40,40,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,72,*",25120,506,7590,49.64,80,"2015-01-23"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,88,*",15710,321,4815,48.94,70,"2015-01-23"
"6KG POCKET","VALENCIA,CL 2,L,*,*",3830,177,1062,21.64,35,"2015-01-23"
"6KG POCKET","VALENCIA,CL 2,M,*,*",21045,609,3654,34.56,35,"2015-01-23"
"6KG POCKET","VALENCIA,CL 2,S,*,*",66,4,24,16.5,18,"2015-01-23"
"6KG POCKET","VALENCIA,CL 2,XL,*,*",3286,118,708,27.85,28,"2015-01-23"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,65,*",2040,17,255,120,120,"2015-01-26"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,90,*",6960,58,870,120,120,"2015-01-26"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,105,*",2750,25,375,110,110,"2015-01-26"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,125,*",4080,68,1020,60,60,"2015-01-26"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,40,*",2550,51,765,50,50,"2015-01-26"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,88,*",23650,215,3225,110,110,"2015-01-26"
"15KG CARTON TELESCOPIC","VALENCIA,CL 2,*,88,*",14400,480,7200,30,30,"2015-01-26"
"6KG POCKET","VALENCIA,CL 2,L,*,*",450,18,108,25,25,"2015-01-26"
"6KG POCKET","VALENCIA,CL 2,S,*,*",490,22,132,22.27,25,"2015-01-26"
"6KG POCKET","VALENCIA,CL 2,XL,*,*",2450,98,588,25,25,"2015-01-26"
"10KG JUMBLE CARTON","VALENCIA,CL 2,M,*,*",3300,55,550,60,60,"2015-02-03"
"10KG JUMBLE CARTON","VALENCIA,CL 2,S,*,*",60,1,10,60,60,"2015-02-03"
"15KG CARTON OPEN TOP","NAVEL,CL 2,*,88,*",14130,100,1500,141.3,150,"2015-02-03"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,65,*",240,2,30,120,120,"2015-02-03"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,48,*",360,2,30,180,180,"2015-02-03"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,64,*",29070,242,3630,120.12,150,"2015-02-03"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,72,*",18960,158,2370,120,120,"2015-02-03"
"6KG POCKET","NAVEL,CL 1,L,*,*",55197,1707,10242,32.34,35,"2015-02-03"
"6KG POCKET","NAVEL,CL 1,M,*,*",5300,212,1272,25,25,"2015-02-03"
"6KG POCKET","VALENCIA,CL 2,L,*,*",275,11,66,25,25,"2015-02-03"
"6KG POCKET","VALENCIA,CL 2,M,*,*",100,5,30,20,20,"2015-02-03"
"10KG JUMBLE CARTON","VALENCIA,CL 2,M,*,*",60,1,10,60,60,"2015-02-07"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,65,*",2150,86,1290,25,25,"2015-02-07"
"15KG CARTON OPEN TOP","VALENCIA,CL 1,*,72,*",575,23,345,25,25,"2015-02-07"
"15KG CARTON TELESCOPIC","DELTA SEEDLESS,CL 2,*,105,*",31300,260,3900,120.38,140,"2015-02-07"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,125,*",6400,80,1200,80,80,"2015-02-07"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,48,*",9600,80,1200,120,120,"2015-02-07"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,56,*",3600,30,450,120,120,"2015-02-07"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,64,*",44725,371,5565,120.55,160,"2015-02-07"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,72,*",3720,28,420,132.86,140,"2015-02-07"
"6KG POCKET","NAVEL,CL 1,L,*,*",895,38,228,23.55,30,"2015-02-07"
"6KG POCKET","NAVEL,CL 1,M,*,*",500,20,120,25,25,"2015-02-07"
"6KG POCKET","VALENCIA,CL 2,L,*,*",3000,100,600,30,30,"2015-02-07"
"6KG POCKET","VALENCIA,CL 2,M,*,*",1000,40,240,25,25,"2015-02-07"
"6KG POCKET","VALENCIA,CL 2,S,*,*",2200,110,660,20,20,"2015-02-07"
"6KG POCKET","VALENCIA,CL 2,XL,*,*",5010,197,1182,25.43,30,"2015-02-07"
"10KG JUMBLE CARTON","VALENCIA,CL 2,L,*,*",6640,108,1080,61.48,70,"2015-02-10"
"10KG JUMBLE CARTON","VALENCIA,CL 2,M,*,*",120,2,20,60,60,"2015-02-10"
"10KG JUMBLE CARTON","VALENCIA,CL 2,S,*,*",5280,88,880,60,60,"2015-02-10"
"10KG JUMBLE CARTON","VALENCIA,CL 2,S/M,*,*",60,1,10,60,60,"2015-02-10"
"15KG CARTON OPEN TOP","NAVEL,CL 1,*,72,*",19880,196,2940,101.43,140,"2015-02-10"
"15KG CARTON TELESCOPIC","DELTA SEEDLESS,CL 2,*,105,*",2700,20,300,135,135,"2015-02-10"
"15KG CARTON TELESCOPIC","NAVEL,CL 2,*,72,*",39130,342,5130,114.42,140,"2015-02-10"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,105,*",7300,81,1215,90.12,100,"2015-02-10"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,56,*",22400,160,2400,140,140,"2015-02-10"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,64,*",2920,21,315,139.05,140,"2015-02-10"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,72,*",10760,83,1245,129.64,130,"2015-02-10"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,88,*",105240,877,13155,120,120,"2015-02-10"
"2KG POCKET","VALENCIA,CL 1,S,*,*",50,2,4,25,25,"2015-02-10"
"6KG POCKET","NAVEL,CL 1,L,*,*",525,21,126,25,25,"2015-02-10"
"6KG POCKET","VALENCIA,CL 2,XL,*,*",440,20,120,22,25,"2015-02-10"
"6KG POCKET","VALENCIA,CL 2,XS,*,*",380,76,456,5,5,"2015-02-10"
"10KG JUMBLE CARTON","VALENCIA,CL 2,L,*,*",70,1,10,70,70,"2015-02-12"
"15KG CARTON OPEN TOP","NAVEL,CL 1,*,72,*",670,17,255,39.41,60,"2015-02-12"
"15KG CARTON OPEN TOP","NAVEL,CL 2,*,72,*",1530,153,2295,10,10,"2015-02-12"
"15KG CARTON OPEN TOP","NAVEL,CL 2,*,88,*",1280,115,1725,11.13,140,"2015-02-12"
"15KG CARTON TELESCOPIC","DELTA SEEDLESS,CL 2,*,105,*",13140,101,1515,130.1,140,"2015-02-12"
"15KG CARTON TELESCOPIC","NAVEL,CL 2,*,72,*",10540,81,1215,130.12,140,"2015-02-12"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,56,*",28960,181,2715,160,160,"2015-02-12"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,72,*",1920,12,180,160,160,"2015-02-12"
"2KG POCKET","VALENCIA,CL 1,S,*,*",911,58,116,15.71,18,"2015-02-12"
"3KG POCKET","VALENCIA,CL 1,M,*,*",20,1,3,20,20,"2015-02-12"
"6KG POCKET","NAVEL,CL 1,M,*,*",60,3,18,20,20,"2015-02-12"
"6KG POCKET","VALENCIA,CL 2,L,*,*",800,30,180,26.67,30,"2015-02-12"
"6KG POCKET","VALENCIA,CL 2,S,*,*",840,28,168,30,30,"2015-02-12"
"6KG POCKET","VALENCIA,CL 2,XL,*,*",600,20,120,30,30,"2015-02-12"
"10KG CARTON TELESCOPIC","VALENCIA,CL 1,M,*,*",120,2,20,60,60,"2015-02-13"
"10KG JUMBLE CARTON","VALENCIA,CL 2,L,*,*",70,1,10,70,70,"2015-02-13"
"10KG JUMBLE CARTON","VALENCIA,CL 2,M,*,*",3840,64,640,60,60,"2015-02-13"
"10KG JUMBLE CARTON","VALENCIA,CL 2,S/M,*,*",780,13,130,60,60,"2015-02-13"
"15KG CARTON TELESCOPIC","CARA CARA NAVEL,CL 2,*,88,*",25600,640,9600,40,40,"2015-02-13"
"15KG CARTON TELESCOPIC","DELTA SEEDLESS,CL 2,*,105,*",3600,30,450,120,120,"2015-02-13"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,105,*",8000,80,1200,100,100,"2015-02-13"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,56,*",8200,60,900,136.67,150,"2015-02-13"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,64,*",10900,90,1350,121.11,130,"2015-02-13"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,72,*",28800,240,3600,120,120,"2015-02-13"
"15KG CARTON TELESCOPIC","VALENCIA,CL 1,*,88,*",19200,160,2400,120,120,"2015-02-13"
"3KG POCKET","VALENCIA,CL 1,M,*,*",492,31,93,15.87,20,"2015-02-13"
"6KG POCKET","VALENCIA,CL 2,L,*,*",1635,63,378,25.95,30,"2015-02-13"
"6KG POCKET","VALENCIA,CL 2,S,*,*",9360,312,1872,30,30,"2015-02-13"
"6KG POCKET","VALENCIA,CL 2,XL,*,*",660,23,138,28.7,30,"2015-02-13"
