"UnitMass","ProductName","tvaluesold","tquantitysold","tkgsold","avgprice","highestprice","date"
"18.50KG CARTON","TOPRED,CL 1,110",10640,56,1036,190,190,2014-11-10
"18.50KG CARTON","TOPRED,CL 1,135",5940,58,1073,102.41,170,2014-11-10
"18.50KG CARTON","CRIPPS RED,CL 1,135",1140,6,111,190,190,2014-11-10
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",1310,6,111,218.33,240,2014-11-10
"18.50KG CARTON","GRANNY SMITH,CL 1,135",107820,630,11655,171.14,180,2014-11-10
"18.50KG CARTON","STARKING,CL 1,110",12510,68,1258,183.97,210,2014-11-10
"18.50KG CARTON","FUJI,CL 1,120",1330,7,129.5,190,190,2014-11-10
"18.50KG CARTON","GRANNY SMITH,CL 1,90",1500,7,129.5,214.29,220,2014-11-10
"18.50KG CARTON","TOPRED,CL 1,70",9670,72,1332,134.31,240,2014-11-10
"18.50KG CARTON","TOPRED,CL 1,80",11470,77,1424.5,148.96,250,2014-11-10
"18.50KG CARTON","ROYAL GALA,CL 1,90",800,8,148,100,100,2014-11-10
"18.50KG CARTON","STARKING,CL 1,70",1710,9,166.5,190,220,2014-11-10
"18.50KG CARTON","CRIPPS PINK,CL 1,110",190,1,18.5,190,190,2014-11-12
"18.50KG CARTON","CRIPPS RED,CL 1,100",200,1,18.5,200,200,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,135",170,1,18.5,170,170,2014-11-12
"18.50KG CARTON","STARKING,CL 1,80",18940,102,1887,185.69,220,2014-11-12
"18.50KG CARTON","STARKING,CL 1,90",21770,109,2016.5,199.72,220,2014-11-12
"18.50KG CARTON","STARKING,CL 1,100",22240,111,2053.5,200.36,220,2014-11-12
"18.50KG CARTON","BRAEBURN,CL 1,110",13440,112,2072,120,120,2014-11-12
"18.50KG CARTON","STARKING,CL 1,150",16800,112,2072,150,150,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",2760,12,222,230,240,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,80",2630,12,222,219.17,230,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,110",2800,14,259,200,200,2014-11-12
"18.50KG CARTON","CRIPPS PINK,CL 1,150",28490,161,2978.5,176.96,180,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,70",440,2,37,220,220,2014-11-12
"18.50KG CARTON","CRIPPS RED,CL 1,90",4330,20,370,216.5,230,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,120",3610,20,370,180.5,190,2014-11-12
"18.50KG CARTON","STARKING,CL 1,120",3960,22,407,180,180,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,120",4280,22,407,194.55,200,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,100",5290,26,481,203.46,450,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,80",5700,29,536.5,196.55,250,2014-11-12
"18.50KG CARTON","CRIPPS PINK,CL 1,100",580,3,55.5,193.33,200,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,198",510,3,55.5,170,170,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,60",660,3,55.5,220,220,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",56270,305,5642.5,184.49,200,2014-11-12
"18.50KG CARTON","CRIPPS PINK,CL 1,135",6360,33,610.5,192.73,200,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",7180,33,610.5,217.58,250,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",58310,342,6327,170.5,180,2014-11-12
"18.50KG CARTON","FUJI,CL 1,100",720,4,74,180,180,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,150",480,4,74,120,120,2014-11-12
"18.50KG CARTON","STARKING,CL 1,70",6850,41,758.5,167.07,210,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,100",9330,46,851,202.83,210,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,135",8460,47,869.5,180,180,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",10330,49,906.5,210.82,220,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,90",1100,5,92.5,220,220,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,90",9150,50,925,183,250,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,110",12040,56,1036,215,220,2014-11-12
"18.50KG CARTON","GRANNY SMITH,CL 1,150",9810,61,1128.5,160.82,170,2014-11-12
"18.50KG CARTON","CRIPPS PINK,CL 1,80",1390,7,129.5,198.57,220,2014-11-12
"18.50KG CARTON","FUJI,CL 1,80",1400,7,129.5,200,200,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,70",10760,72,1332,149.44,240,2014-11-12
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",17350,88,1628,197.16,210,2014-11-12
"18.50KG CARTON","TOPRED,CL 1,150",1630,9,166.5,181.11,190,2014-11-12
"18.50KG CARTON","CRIPPS PINK,CL 1,110",210,1,18.5,210,210,2014-11-13
"18.50KG CARTON","CRIPPS RED,CL 1,135",80,1,18.5,80,80,2014-11-13
"18.50KG CARTON","GRANNY SMITH,CL 1,90",220,1,18.5,220,220,2014-11-13
"18.50KG CARTON","STARKING,CL 1,150",150,1,18.5,150,150,2014-11-13
"18.50KG CARTON","GRANNY SMITH,CL 1,70",2060,10,185,206,220,2014-11-13
"18.50KG CARTON","GRANNY SMITH,CL 1,100",20390,102,1887,199.9,220,2014-11-13
"18.50KG CARTON","STARKING,CL 1,110",20370,105,1942.5,194,210,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,90",15060,107,1979.5,140.75,240,2014-11-13
"18.50KG CARTON","CRIPPS RED,CL 1,90",880,11,203.5,80,80,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,198",990,11,203.5,90,90,2014-11-13
"18.50KG CARTON","CRIPPS PINK,CL 1,150",19600,112,2072,175,175,2014-11-13
"18.50KG CARTON","STARKING,CL 1,100",22120,113,2090.5,195.75,200,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",23660,116,2146,203.97,230,2014-11-13
"18.50KG CARTON","STARKING,CL 1,70",2370,12,222,197.5,200,2014-11-13
"18.50KG CARTON","STARKING,CL 1,80",2440,12,222,203.33,220,2014-11-13
"18.50KG CARTON","STARKING,CL 1,90",20600,125,2312.5,164.8,220,2014-11-13
"18.50KG CARTON","CRIPPS PINK,CL 1,90",3260,16,296,203.75,220,2014-11-13
"18.50KG CARTON","CRIPPS RED,CL 1,80",1280,16,296,80,80,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",31420,160,2960,196.38,220,2014-11-13
"18.50KG CARTON","FUJI,CL 1,120",33600,168,3108,200,200,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,135",33690,177,3274.5,190.34,200,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,100",4030,18,333,223.89,240,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,216",230,2,37,115,150,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,80",5050,22,407,229.55,240,2014-11-13
"18.50KG CARTON","FUJI,CL 1,70",51520,224,4144,230,230,2014-11-13
"18.50KG CARTON","GALA,CL 1,150",1610,23,425.5,70,70,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,110",52470,243,4495.5,215.93,230,2014-11-13
"18.50KG CARTON","FUJI,CL 1,80",46480,259,4791.5,179.46,240,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,180",2600,26,481,100,100,2014-11-13
"18.50KG CARTON","FUJI,CL 1,100",570,3,55.5,190,190,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,180",270,3,55.5,90,90,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,64",300,3,55.5,100,100,2014-11-13
"18.50KG CARTON","GRANNY SMITH,CL 1,150",4550,30,555,151.67,170,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,70",6650,30,555,221.67,250,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",63900,378,6993,169.05,190,2014-11-13
"18.50KG CARTON","CRIPPS PINK,CL 1,80",880,4,74,220,220,2014-11-13
"18.50KG CARTON","GRANNY SMITH,CL 1,110",7610,40,740,190.25,200,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,150",60875,407,7529.5,149.57,150,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",70065,421,7788.5,166.43,180,2014-11-13
"18.50KG CARTON","STARKING,CL 1,135",8720,49,906.5,177.96,180,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",13490,59,1091.5,228.64,250,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,60",1320,6,111,220,220,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,165",8920,61,1128.5,146.23,160,2014-11-13
"18.50KG CARTON","FUJI,CL 1,90",18010,78,1443,230.9,240,2014-11-13
"18.50KG CARTON","GRANNY SMITH,CL 1,80",1760,8,148,220,220,2014-11-13
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",15350,85,1572.5,180.59,240,2014-11-13
"18.50KG CARTON","CRIPPS PINK,CL 1,135",630,9,166.5,70,70,2014-11-13
"18.50KG CARTON","STARKING,CL 1,120",17760,98,1813,181.22,200,2014-11-13
"18.50KG CARTON","TOPRED,CL 1,120",19070,99,1831.5,192.63,220,2014-11-13
"18.50KG CARTON","CRIPPS RED,CL 1,80",210,1,18.5,210,210,2014-11-14
"18.50KG CARTON","CRIPPS RED,CL 1,90",240,1,18.5,240,240,2014-11-14
"18.50KG CARTON","FUJI,CL 1,150",140,1,18.5,140,140,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,216",160,1,18.5,160,160,2014-11-14
"18.50KG CARTON","STARKING,CL 1,150",160,1,18.5,160,160,2014-11-14
"18.50KG CARTON","STARKING,CL 1,80",20740,106,1961,195.66,230,2014-11-14
"18.50KG CARTON","GRANNY SMITH,CL 1,165",3360,112,2072,30,30,2014-11-14
"18.50KG CARTON","STARKING,CL 1,90",21280,112,2072,190,190,2014-11-14
"18.50KG CARTON","CRIPPS PINK,CL 1,90",2060,12,222,171.67,220,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,100",30970,145,2682.5,213.59,230,2014-11-14
"18.50KG CARTON","GRANNY SMITH,CL 1,80",3100,15,277.5,206.67,220,2014-11-14
"18.50KG CARTON","STARKING,CL 1,100",33600,168,3108,200,200,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,90",41570,181,3348.5,229.67,240,2014-11-14
"18.50KG CARTON","FUJI,CL 1,100",360,2,37,180,180,2014-11-14
"18.50KG CARTON","FUJI,CL 1,70",480,2,37,240,240,2014-11-14
"18.50KG CARTON","GRANNY SMITH,CL 1,90",420,2,37,210,220,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",4900,23,425.5,213.04,250,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,110",4530,23,425.5,196.96,230,2014-11-14
"18.50KG CARTON","CRIPPS PINK,CL 1,135",4740,25,462.5,189.6,190,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",45550,268,4958,169.96,180,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,135",5320,29,536.5,183.45,200,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",53750,298,5513,180.37,200,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,198",460,3,55.5,153.33,160,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",5260,30,555,175.33,240,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,150",5550,37,684.5,150,150,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,80",8750,37,684.5,236.49,250,2014-11-14
"18.50KG CARTON","FUJI,CL 1,80",940,4,74,235,240,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",7590,41,758.5,185.12,220,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",7530,41,758.5,183.66,240,2014-11-14
"18.50KG CARTON","GRANNY SMITH,CL 1,100",9220,46,851,200.43,210,2014-11-14
"18.50KG CARTON","FUJI,CL 1,135",380,5,92.5,76,100,2014-11-14
"18.50KG CARTON","GRANNY SMITH,CL 1,120",900,5,92.5,180,180,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,60",1100,5,92.5,220,220,2014-11-14
"18.50KG CARTON","STARKING,CL 1,120",9070,50,925,181.4,250,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,165",7650,51,943.5,150,150,2014-11-14
"18.50KG CARTON","CRIPPS PINK,CL 1,120",10080,56,1036,180,180,2014-11-14
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,70",1180,6,111,196.67,200,2014-11-14
"18.50KG CARTON","CRIPPS PINK,CL 1,110",12150,61,1128.5,199.18,200,2014-11-14
"18.50KG CARTON","FUJI,CL 1,90",14800,64,1184,231.25,240,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,120",12190,64,1184,190.47,200,2014-11-14
"18.50KG CARTON","TOPRED,CL 1,70",5540,64,1184,86.56,240,2014-11-14
"18.50KG CARTON","GRANNY SMITH,CL 1,70",1320,7,129.5,188.57,220,2014-11-14
"18.50KG CARTON","STARKING,CL 1,70",9350,73,1350.5,128.08,250,2014-11-14
"18.50KG CARTON","STARKING,CL 1,110",16310,80,1480,203.88,210,2014-11-14
"18.50KG CARTON","FUJI,CL 1,100",180,1,18.5,180,180,2014-11-17
"18.50KG CARTON","FUJI,CL 1,80",240,1,18.5,240,240,2014-11-17
"18.50KG CARTON","CRIPPS PINK,CL 1,165",440,11,203.5,40,40,2014-11-17
"18.50KG CARTON","GRANNY SMITH,CL 1,70",2320,11,203.5,210.91,220,2014-11-17
"18.50KG CARTON","CRIPPS PINK,CL 1,135",20160,112,2072,180,180,2014-11-17
"18.50KG CARTON","STARKING,CL 1,120",20720,112,2072,185,190,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,165",480,12,222,40,40,2014-11-17
"18.50KG CARTON","FUJI,CL 1,120",2520,14,259,180,180,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,100",33200,168,3108,197.62,240,2014-11-17
"18.50KG CARTON","STARKING,CL 1,70",3460,17,314.5,203.53,220,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,80",4080,17,314.5,240,240,2014-11-17
"18.50KG CARTON","CRIPPS RED,CL 1,80",3960,18,333,220,220,2014-11-17
"18.50KG CARTON","STARKING,CL 1,90",3490,18,333,193.89,220,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,135",32960,180,3330,183.11,210,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,90",37380,191,3533.5,195.71,240,2014-11-17
"18.50KG CARTON","CRIPPS RED,CL 1,135",420,2,37,210,210,2014-11-17
"18.50KG CARTON","GRANNY SMITH,CL 1,110",420,2,37,210,210,2014-11-17
"18.50KG CARTON","GALA,CL 1,150",880,22,407,40,40,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,120",45740,227,4199.5,201.5,220,2014-11-17
"18.50KG CARTON","CRIPPS RED,CL 1,70",5280,24,444,220,220,2014-11-17
"18.50KG CARTON","CRIPPS PINK,CL 1,110",57330,273,5050.5,210,220,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",54330,308,5698,176.4,180,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",7460,33,610.5,226.06,240,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",7210,34,629,212.06,230,2014-11-17
"18.50KG CARTON","STARKING,CL 1,80",6240,34,629,183.53,220,2014-11-17
"18.50KG CARTON","STARKING,CL 1,100",6700,35,647.5,191.43,200,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",71610,398,7363,179.92,190,2014-11-17
"18.50KG CARTON","GRANNY SMITH,CL 1,80",410,4,74,102.5,200,2014-11-17
"18.50KG CARTON","GRANNY SMITH,CL 1,90",820,4,74,205,230,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,60",880,4,74,220,220,2014-11-17
"18.50KG CARTON","GRANNY SMITH,CL 1,100",8820,40,740,220.5,230,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,70",3420,44,814,77.73,260,2014-11-17
"18.50KG CARTON","CRIPPS PINK,CL 1,90",11270,49,906.5,230,230,2014-11-17
"18.50KG CARTON","GRANNY SMITH,CL 1,135",900,5,92.5,180,180,2014-11-17
"18.50KG CARTON","STARKING,CL 1,135",950,5,92.5,190,190,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,198",7020,52,962,135,135,2014-11-17
"18.50KG CARTON","STARKING,CL 1,110",10310,54,999,190.93,200,2014-11-17
"18.50KG CARTON","TOPRED,CL 1,110",13020,63,1165.5,206.67,230,2014-11-17
"18.50KG CARTON","ROYAL GALA,CL 1,110",1260,7,129.5,180,180,2014-11-17
"18.50KG CARTON","CRIPPS PINK,CL 1,120",15080,81,1498.5,186.17,200,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",16460,87,1609.5,189.2,220,2014-11-17
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",18060,89,1646.5,202.92,210,2014-11-17
"18.50KG CARTON","CRIPPS PINK,CL 1,80",220,1,18.5,220,220,2014-11-17
"18.50KG CARTON","CRIPPS RED,CL 1,110",230,1,18.5,230,230,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,216",140,1,18.5,140,140,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,198",150,1,18.5,150,150,2014-11-19
"18.50KG CARTON","CRIPPS PINK,CL 1,120",20000,100,1850,200,200,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,90",22890,106,1961,215.94,250,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,120",16375,108,1998,151.62,220,2014-11-19
"18.50KG CARTON","STARKING,CL 1,100",21850,109,2016.5,200.46,250,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,135",20010,113,2090.5,177.08,190,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",23710,128,2368,185.23,220,2014-11-19
"18.50KG CARTON","STARKING,CL 1,110",27020,139,2571.5,194.39,210,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,165",19110,147,2719.5,130,130,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,120",2840,15,277.5,189.33,190,2014-11-19
"18.50KG CARTON","CRIPPS PINK,CL 1,110",31800,162,2997,196.3,220,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,70",3870,18,333,215,220,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,80",25310,180,3330,140.61,260,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",34610,198,3663,174.8,190,2014-11-19
"18.50KG CARTON","CRIPPS PINK,CL 1,90",410,2,37,205,210,2014-11-19
"18.50KG CARTON","FUJI,CL 1,70",460,2,37,230,230,2014-11-19
"18.50KG CARTON","STARKING,CL 1,135",380,2,37,190,190,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,100",44040,205,3792.5,214.83,230,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,60",4620,21,388.5,220,220,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",44970,233,4310.5,193,230,2014-11-19
"18.50KG CARTON","CRIPPS PINK,CL 1,135",4680,26,481,180,180,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",6260,27,499.5,231.85,240,2014-11-19
"18.50KG CARTON","STARKING,CL 1,90",5780,27,499.5,214.07,220,2014-11-19
"18.50KG CARTON","FUJI,CL 1,90",6720,28,518,240,240,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,90",6390,28,518,228.21,240,2014-11-19
