"Container","ProductName","TotalValueSold","TotalQuantitySold","TotalKgSold","AveragePrice","HighestPrice","Date"
"9KG JUMBLE CARTON","ALMERIA,CL 2,*,*,*",225930,"3125.00","28125.00",72.3,95,2015-01-13
"9KG JUMBLE CARTON","BARLINKA,CL 2,*,*,*",4610,"64.00","576.00",72.03,75,2015-01-13
"9KG JUMBLE CARTON","BLACK EMPEROR,CL 2,*,*,*",34225,"457.00","4113.00",74.89,80,2015-01-13
"9KG JUMBLE CARTON","FLAME SEEDLESS,CL 2,*,*,*",12008,"456.00","4104.00",26.33,45,2015-01-13
"9KG JUMBLE CARTON","PRIME SEEDLESS,CL 2,*,*,*",5095,"100.00","900.00",50.95,55,2015-01-13
"9KG JUMBLE CARTON","REGAL,CL 2,*,*,*",4560,"76.00","684.00",60,60,2015-01-13
"1.5KG TRAY","CRIMSON SEEDLESS,CL 1,*,*,*",30834,"2165.00","3247.50",14.24,20,2015-01-14
"1.5KG TRAY","DAN-BEN-HANNA,CL 1,*,*,*",2016,"163.00","244.50",12.37,18,2015-01-14
"1.5KG TRAY","FLAME SEEDLESS,CL 1,*,*,*",15504,"1510.00","2265.00",10.27,18,2015-01-14
"1.5KG TRAY","MIDNIGHT BEAUTY,CL 1,*,*,*",936,"52.00","78.00",18,18,2015-01-14
"1.5KG TRAY","PRIME SEEDLESS,CL 1,*,*,*",514,"35.00","52.50",14.69,14,2015-01-14
"1.5KG TRAY","RED GLOBE,CL 1,*,*,*",12375,"638.00","957.00",19.4,20,2015-01-14
"1.5KG TRAY","STARLIGHT,CL 1,*,*,*",1494,"83.00","124.50",18,18,2015-01-14
"1.5KG TRAY","SUGRA13,CL 1,*,*,*",1543,"501.00","751.50",3.08,18,2015-01-14
"1.5KG TRAY","SUGRAONE,CL 1,*,*,*",17459,"1138.00","1707.00",15.34,18,2015-01-14
"1.5KG TRAY","THOMPSON SEEDLESS,CL 1,*,*,*",58711,"3920.00","5880.00",14.98,18,2015-01-14
"4.5KG WRAP TRAY","AFRICAN DELIGHT,CL 1,*,*,*",3670,"42.00","189.00",87.38,90,2015-01-14
"4.5KG WRAP TRAY","BLACK GEM,CL 1,*,*,*",22440,"1020.00","4590.00",22,22,2015-01-14
"4.5KG WRAP TRAY","DAN-BEN-HANNA,CL 1,*,*,*",5265,"181.00","814.50",29.09,80,2015-01-14
"4.5KG WRAP TRAY","EVANS DELIGHT,CL 1,*,*,*",3120,"39.00","175.50",80,80,2015-01-14
"4.5KG WRAP TRAY","MUSCAT DELIGHT,CL 1,*,*,*",12770,"121.00","544.50",105.54,120,2015-01-14
"4.5KG WRAP TRAY","PRIME SEEDLESS,CL 1,*,*,*",1540,"23.00","103.50",66.96,80,2015-01-14
"4.5KG WRAP TRAY","RALLI,CL 1,*,*,*",4440,"64.00","288.00",69.38,70,2015-01-14
"4.5KG WRAP TRAY","RED GLOBE,CL 1,*,*,*",31885,"631.00","2839.50",50.53,100,2015-01-14
"4.5KG WRAP TRAY","STARLIGHT,CL 1,*,*,*",80,"1.00","4.50",80,80,2015-01-14
"4.5KG WRAP TRAY","SUGRA13,CL 1,*,*,*",2355,"34.00","153.00",69.26,70,2015-01-14
"4.5KG WRAP TRAY","SUGRAONE,CL 1,*,*,*",14690,"215.00","967.50",68.33,80,2015-01-14
"4.5KG WRAP TRAY","VICTORIA,CL 1,*,*,*",1550,"25.00","112.50",62,70,2015-01-14
"500G PUNNET PACK BOX","BLACK GEM,CL 1,*,10,*",33340,"819.00","4095.00",40.71,100,2015-01-14
"500G PUNNET PACK BOX","CRIMSON SEEDLESS,CL 1,*,10,*",62710,"746.00","3730.00",84.06,100,2015-01-14
"500G PUNNET PACK BOX","DAN-BEN-HANNA,CL 1,*,10,*",600,"10.00","50.00",60,60,2015-01-14
"500G PUNNET PACK BOX","DESERT SEEDLESS,CL 1,*,10,BLACK",1385,"17.00","85.00",81.47,85,2015-01-14
"500G PUNNET PACK BOX","EARLY SWEET,CL 1,*,10,*",9410,"132.00","660.00",71.29,85,2015-01-14
"500G PUNNET PACK BOX","EVANS DELIGHT,CL 1,*,10,RED",3600,"120.00","600.00",30,30,2015-01-14
"500G PUNNET PACK BOX","FLAME SEEDLESS,CL 1,*,10,*",23955,"1085.00","5425.00",22.08,90,2015-01-14
"500G PUNNET PACK BOX","MIDNIGHT BEAUTY,CL 1,*,10,*",8000,"100.00","500.00",80,80,2015-01-14
