"1.5KG TRAY","AUTUMN ROYAL,CL 1,*,*,*",11820,"518.00","777.00",22.82,25,2015-03-11
"1.5KG TRAY","BARLINKA,CL 1,*,*,*",1700,"90.00","135.00",18.89,20,2015-03-11
"1.5KG TRAY","BONHEUR,CL 1,*,*,*",1512,"84.00","126.00",18,18,2015-03-11
"1.5KG TRAY","CRIMSON SEEDLESS,CL 1,*,*,*",53965,"2769.00","4153.50",19.49,35,2015-03-11
"1.5KG TRAY","EBONY STAR,CL 1,*,*,BLACK",4260,"212.00","318.00",20.09,22,2015-03-11
"1.5KG TRAY","EVANS DELIGHT,CL 1,*,*,*",42,"2.00","3.00",21,22,2015-03-11
"1.5KG TRAY","RED GLOBE,CL 1,*,*,*",48166,"2551.00","3826.50",18.88,25,2015-03-11
"1.5KG TRAY","SUN RED,CL 1,*,*,*",3510,"233.00","349.50",15.06,16,2015-03-11
"1.5KG TRAY","SUNDANCE,CL 1,*,*,WHITE",4550,"160.00","240.00",28.44,35,2015-03-11
"1.5KG TRAY","THOMPSON SEEDLESS,CL 1,*,*,*",840,"30.00","45.00",28,28,2015-03-11
"1.5KG TRAY","SUGRA19,CL 1,*,*,WHITE",540,"30.00","45.00",18,18,2015-03-11
