"StudentID","StudentGender","StudentEthnic","GradeName","TermName","MeasurementScaleName","TestName","TestTypeName","TestRITScore","TestStdErr","TestPercentile","TestStartDate","InstitutionName","RITtoReadingScore","GoalRITScore1","GoalAdjective1","GoalName1","GoalRITScore2","GoalAdjective2","GoalName2","GoalRITScore3","GoalAdjective3","GoalName3","GoalRITScore4","GoalAdjective4","GoalName4","GoalRITScore5","GoalAdjective5","GoalName5","GoalRITScore6","GoalAdjective6","GoalName6","GoalRITScore7","GoalAdjective7","GoalName7","RITtoReadingMin","RITtoReadingMax"
258,"F","Unknown",5,"Fall 2014","Mathematics","Math Survey w/ Goals 2-5 NWEA V4.1","Survey with Goals",224,2.9,78,2014-09-29,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,224,"HI","Computation",221,"HI","Number Sense & Numeration",223,"HI","Geometry",228,"HI","Measurement",225,"HI","Statistics & Probability",227,"HI","Algebraic Concepts",221,"HI","Problem Solving",NA,NA
384,"F","Unknown",5,"Fall 2014","Mathematics","Math Survey w/ Goals 2-5 NWEA V4.1","Survey with Goals",208,3,36,2014-09-29,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,212,"AV","Computation",205,"LO","Number Sense & Numeration",220,"HI","Geometry",204,"LO","Measurement",209,"AV","Statistics & Probability",203,"LO","Algebraic Concepts",206,"LO","Problem Solving",NA,NA
213,"F","Unknown",5,"Fall 2014","Mathematics","Math Survey w/ Goals 2-5 NWEA V4.1","Survey with Goals",214,3,53,2014-09-29,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,216,"AV","Computation",222,"HI","Number Sense & Numeration",204,"LO","Geometry",214,"AV","Measurement",209,"AV","Statistics & Probability",216,"AV","Algebraic Concepts",221,"HI","Problem Solving",NA,NA
1580,"F","Unknown",5,"Fall 2014","Mathematics","Math Survey w/ Goals 2-5 NWEA V4.1","Survey with Goals",202,3.1,22,2014-09-24,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,208,"AV","Computation",201,"LO","Number Sense & Numeration",205,"LO","Geometry",199,"LO","Measurement",202,"LO","Statistics & Probability",193,"LO","Algebraic Concepts",208,"AV","Problem Solving",NA,NA
1977,"M","Unknown",5,"Fall 2014","Mathematics","Math Survey w/ Goals 2-5 NWEA V4.1","Survey with Goals",224,3,78,2014-09-29,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,229,"HI","Computation",220,"HI","Number Sense & Numeration",226,"HI","Geometry",224,"HI","Measurement",226,"HI","Statistics & Probability",217,"AV","Algebraic Concepts",229,"HI","Problem Solving",NA,NA
1586,"F","Unknown",5,"Fall 2014","Mathematics","Math Survey w/ Goals 2-5 NWEA V4.1","Survey with Goals",231,3,90,2014-09-29,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,220,"HI","Computation",224,"HI","Number Sense & Numeration",233,"HI","Geometry",242,"HI","Measurement",229,"HI","Statistics & Probability",232,"HI","Algebraic Concepts",232,"HI","Problem Solving",NA,NA
11145,"M","N/A",4,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",220,2.8,91,2014-10-02,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,223,"HI","Plan / Organize / Research",223,"HI","Understand Grammar / Usage",214,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11146,"M","N/A",2,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",162,2.9,19,2014-10-06,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,159,"LO","Plan / Organize / Research",172,"AV","Understand Grammar / Usage",155,"LO","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,"F","Unknown",8,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",230,2.9,81,2014-09-30,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,226,"HI","Plan / Organize / Research",231,"HI","Understand Grammar / Usage",232,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,"F","Unknown",10,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",231,2.9,75,2014-09-23,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,231,"HI","Plan / Organize / Research",228,"HI","Understand Grammar / Usage",234,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"M","Unknown",2,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",153,3.1,7,2014-10-06,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,166,"LO","Plan / Organize / Research",146,"LO","Understand Grammar / Usage",148,"LO","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,"M","Unknown",8,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",214,3,36,2014-09-30,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,218,"AV","Plan / Organize / Research",207,"LO","Understand Grammar / Usage",218,"AV","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"M","Unknown",2,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",209,2.9,99,2014-10-06,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,211,"HI","Plan / Organize / Research",205,"HI","Understand Grammar / Usage",210,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11147,"F","N/A",5,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",215,2.8,70,2014-10-01,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,218,"HI","Plan / Organize / Research",214,"HI","Understand Grammar / Usage",213,"AV","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"F","Unknown",2,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",210,2.8,99,2014-10-06,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,213,"HI","Plan / Organize / Research",207,"HI","Understand Grammar / Usage",212,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,"M","Unknown",7,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",212,2.8,39,2014-09-30,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,222,"HI","Plan / Organize / Research",210,"LO","Understand Grammar / Usage",204,"LO","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,"M","Unknown",7,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",212,2.9,39,2014-09-30,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,215,"AV","Plan / Organize / Research",206,"LO","Understand Grammar / Usage",216,"AV","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"M","Unknown",3,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",209,3,89,2014-10-02,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,210,"HI","Plan / Organize / Research",210,"HI","Understand Grammar / Usage",208,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,"F","Unknown",10,"Fall 2014","Language Usage","Language Survey w/ Goals AERO V4","Survey with Goals",239,3,89,2014-09-23,"AMERICAN INTERNATIONAL SCHOOL OF LUSAKA",NA,236,"HI","Plan / Organize / Research",236,"HI","Understand Grammar / Usage",246,"HI","Punctuate / Spell Correctly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
