"date","Variety","Count","Price","Value","Quantity"
2015-03-11,"ROYAL GALA","150-165-198",130,14800,114
2015-03-11,"ROYAL GALA","Econo",73,78988,1082
2015-03-11,"ROYAL GALA","Jumble",59,113721,1935
2015-03-11,"PANORAMA GOLDEN","80-90",132,1710,13
2015-03-11,"PANORAMA GOLDEN","100-110",119,12460,105
2015-03-11,"PANORAMA GOLDEN","120-135",108,23960,221
2015-03-11,"PANORAMA GOLDEN","150-165-198",68,4660,69
2015-03-11,"FUJI","80-90",203,6500,32
2015-03-13,"TOPRED","80-90",227,22290,98
2015-03-13,"TOPRED","100-110",228,16420,72
2015-03-13,"TOPRED","120-135",200,18560,93
2015-03-13,"TOPRED","Econo",136,21202,156
2015-03-13,"TOPRED","Jumble",31,855,28
2015-03-13,"GOLDEN DELICIOUS","80-90",166,12910,78
2015-03-13,"GOLDEN DELICIOUS","100-110",126,30040,239
2015-03-13,"GOLDEN DELICIOUS","120-135",130,86895,667
2015-03-13,"GOLDEN DELICIOUS","150-165-198",65,130,2
2015-03-13,"GOLDEN DELICIOUS","Econo",74,105338,1433
2015-03-13,"GOLDEN DELICIOUS","Jumble",46,57161,1244
2015-03-13,"STARKING","80-90",203,18240,90
2015-03-13,"STARKING","100-110",200,1000,5
2015-03-13,"STARKING","Econo",136,18904,139
2015-03-13,"STARKING","Jumble",41,6380,154
2015-03-13,"GRANNY SMITH","80-90",159,43770,275
2015-03-13,"GRANNY SMITH","100-110",152,1370,9
2015-03-13,"GRANNY SMITH","120-135",135,12645,94
2015-03-13,"GRANNY SMITH","150-165-198",64,450,7
2015-03-13,"GRANNY SMITH","Econo",68,13186,193
2015-03-13,"GRANNY SMITH","Jumble",35,420,12
2015-03-13,"ROYAL GALA","80-90",197,12820,65
2015-03-13,"ROYAL GALA","100-110",144,19540,136
2015-03-13,"ROYAL GALA","120-135",149,58590,394
2015-03-13,"ROYAL GALA","150-165-198",133,7860,59
2015-03-13,"ROYAL GALA","Econo",61,107304,1771
2015-03-13,"ROYAL GALA","Jumble",51,75241,1470
2015-03-13,"PANORAMA GOLDEN","80-90",156,12910,83
2015-03-13,"PANORAMA GOLDEN","100-110",112,7480,67
2015-03-13,"PANORAMA GOLDEN","120-135",86,11210,131
2015-03-13,"PANORAMA GOLDEN","Econo",79,712,9
2015-03-13,"FUJI","80-90",198,1580,8
